"","Ensembl_ID","Gene","Frequency","Source","RNA_cell_enrichment","RNA_enriched_cell_types","RNA_tissue_enrichment","RNA_enriched_tissue_types","Protein_enrichment_tissue_type","Protein_enrichment_cell_type","Protein_enrichment_level","Tractability_sm","Tractability_ab","Tractability_PROTAC","Protein_class"
"286","ENSG00000156411","ATP5MPL",1,"NatGen Paper","enhanced","Cardiomyocytes, Proximal tubular cells, Fibroblasts, Smooth muscle cells, Endothelial cells","low specificity",NA,"heart muscle","cardiomyocytes","High","Unknown","Predicted Medium to Low","Unknown","Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"
"287","ENSG00000156603","MED19",1,"NatGen Paper","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Proximal tubular cells, Cardiomyocytes","low specificity",NA,NA,NA,NA,"Discovery","Unknown","Unknown","Predicted intracellular proteins"
"288","ENSG00000157214","STEAP2",1,"NatGen Paper","group enriched","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Proximal tubular cells, Endothelial cells","enriched","Vascular",NA,NA,NA,"Unknown","Predicted High","Unknown","Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"289","ENSG00000157224","CLDN12",1,"NatGen Paper","enhanced","Fibroblasts, Proximal tubular cells, Smooth muscle cells, Cardiomyocytes, Endothelial cells","low specificity",NA,"kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Predicted High","Unknown","Predicted membrane proteins"
"290","ENSG00000157224","CLDN12",1,"NatGen Paper","enhanced","Fibroblasts, Proximal tubular cells, Smooth muscle cells, Cardiomyocytes, Endothelial cells","low specificity",NA,"heart muscle","cardiomyocytes","High","Unknown","Predicted High","Unknown","Predicted membrane proteins"
"291","ENSG00000157227","MMP14",1,"Patsy Preprint","group enriched","Fibroblasts, Smooth muscle cells, Macrophages, Endothelial cells, Proximal tubular cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Discovery","Predicted High","Discovery","Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"292","ENSG00000157227","MMP14",1,"Patsy Preprint","group enriched","Fibroblasts, Smooth muscle cells, Macrophages, Endothelial cells, Proximal tubular cells","enriched","Vascular","heart muscle","cardiomyocytes","Low","Discovery","Predicted High","Discovery","Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"293","ENSG00000157388","CACNA1D",1,"Finngen","enhanced","Cardiomyocytes, Fibroblasts, Proximal tubular cells, Smooth muscle cells, Macrophages","low specificity",NA,NA,NA,NA,"Clinical","Predicted High","Unknown","Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"
"294","ENSG00000157654","PALM2_AKAP2",1,"Finngen","group enriched","Endothelial cells, Smooth muscle cells, Fibroblasts, Cardiomyocytes","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Predicted High","Unknown","Predicted intracellular proteins"
"295","ENSG00000157933","SKI",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
"296","ENSG00000157933","SKI",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
"297","ENSG00000158195","WASF2",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Discovery","Predicted High","Unknown","Predicted intracellular proteins"
"298","ENSG00000158195","WASF2",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Discovery","Predicted High","Unknown","Predicted intracellular proteins"
"299","ENSG00000158286","RNF207",1,"Patsy Preprint","group enriched","Cardiomyocytes, Fibroblasts, Smooth muscle cells, Endothelial cells, Proximal tubular cells","group enriched","Heart muscle, Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"300","ENSG00000158321","AUTS2",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
"301","ENSG00000158321","AUTS2",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
"302","ENSG00000158805","ZNF276",1,"Finngen","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Macrophages","enriched","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins, Transcription factors"
"303","ENSG00000158865","SLC5A11",1,"NatGen Paper","enriched","Proximal tubular cells","enriched","Kidney",NA,NA,NA,"Predicted","Predicted High","Unknown","Metabolic proteins, Predicted membrane proteins, Transporters"
"304","ENSG00000159202","UBE2Z",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Macrophages","enhanced","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Enzymes, Metabolic proteins, Predicted intracellular proteins"
"305","ENSG00000159479","MED8",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Proximal tubular cells, Endothelial cells, Macrophages","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Discovery","Unknown","Unknown","Plasma proteins, Predicted intracellular proteins"
"306","ENSG00000159479","MED8",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Proximal tubular cells, Endothelial cells, Macrophages","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Discovery","Unknown","Unknown","Plasma proteins, Predicted intracellular proteins"
"307","ENSG00000159592","GPBP1L1",1,"NatGen Paper","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Cardiomyocytes, Proximal tubular cells","low specificity",NA,"heart muscle","cardiomyocytes","Medium","Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"308","ENSG00000159592","GPBP1L1",1,"NatGen Paper","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Cardiomyocytes, Proximal tubular cells","low specificity",NA,"kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"309","ENSG00000159640","ACE",1,"KEGG RAAS","group enriched","Fibroblasts, Endothelial cells, Proximal tubular cells, Macrophages, Smooth muscle cells","group enriched","Vascular, Kidney","kidney","distal tubules, proximal tubules (microvilli)","High","Clinical","Predicted High","Discovery","Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"
"310","ENSG00000159674","SPON2",1,"NatGen Paper","enriched","Fibroblasts","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Predicted","Predicted Medium to Low","Unknown","Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"
"311","ENSG00000159674","SPON2",1,"NatGen Paper","enriched","Fibroblasts","enriched","Vascular","kidney","cells in tubules","Medium","Predicted","Predicted Medium to Low","Unknown","Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"
"312","ENSG00000160208","RRP1B",2,"NatGen Paper, Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Plasma proteins, Predicted intracellular proteins"
"313","ENSG00000160208","RRP1B",2,"NatGen Paper, Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","High","Unknown","Unknown","Unknown","Plasma proteins, Predicted intracellular proteins"
"314","ENSG00000160321","ZNF208",1,"Finngen","group enriched","Fibroblasts, Endothelial cells, Smooth muscle cells, Cardiomyocytes","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins, Transcription factors"
"315","ENSG00000161714","PLCD3",1,"Finngen","group enriched","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Endothelial cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","High","Unknown","Predicted High","Unknown","Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
"316","ENSG00000161714","PLCD3",1,"Finngen","group enriched","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Endothelial cells","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Predicted High","Unknown","Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
"317","ENSG00000161996","WDR90",1,"NatGen Paper","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Macrophages, Proximal tubular cells","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","Low","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"318","ENSG00000161996","WDR90",1,"NatGen Paper","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Macrophages, Proximal tubular cells","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"319","ENSG00000162613","FUBP1",1,"NatGen Paper","enhanced","Fibroblasts, Cardiomyocytes, Smooth muscle cells, Endothelial cells, Macrophages","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","High","Unknown","Unknown","Unknown","Cancer-related genes, Plasma proteins, Predicted intracellular proteins"
"320","ENSG00000162613","FUBP1",1,"NatGen Paper","enhanced","Fibroblasts, Cardiomyocytes, Smooth muscle cells, Endothelial cells, Macrophages","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","High","Unknown","Unknown","Unknown","Cancer-related genes, Plasma proteins, Predicted intracellular proteins"
"321","ENSG00000162882","HAAO",1,"NatGen Paper","group enriched","Proximal tubular cells, Fibroblasts, Smooth muscle cells","group enriched","Kidney, Vascular","kidney","proximal tubules (cell body)","High","Predicted","Unknown","Unknown","Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
"322","ENSG00000163492","CCDC141",1,"Patsy Preprint","group enriched","Cardiomyocytes, Macrophages, Fibroblasts, Smooth muscle cells, Endothelial cells","group enriched","Heart muscle, Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins, Predicted membrane proteins"
"323","ENSG00000163558","PRKCI",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Proximal tubular cells, Cardiomyocytes","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Clinical","Predicted High","Literature","Cancer-related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins"
"324","ENSG00000163590","PPM1L",1,"Finngen","enhanced","Smooth muscle cells, Cardiomyocytes, Fibroblasts, Macrophages, Endothelial cells","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","High","Unknown","Predicted Medium to Low","Unknown","Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"
"325","ENSG00000163751","CPA3",1,"KEGG RAAS","enriched","T-cells","enriched","Vascular","kidney","cells in tubules","Low","Predicted","Predicted High","Unknown","Enzymes, Metabolic proteins, Plasma proteins, Predicted secreted proteins"
"326","ENSG00000163785","RYK",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Macrophages","group enriched","Vascular, Heart muscle",NA,NA,NA,"Predicted","Predicted High","Unknown","Enzymes, Predicted membrane proteins"
"327","ENSG00000163798","SLC4A1AP",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Macrophages","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","Medium","Unknown","Predicted High","Unknown","Predicted intracellular proteins"
"328","ENSG00000163798","SLC4A1AP",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Macrophages","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","High","Unknown","Predicted High","Unknown","Predicted intracellular proteins"
"329","ENSG00000163947","ARHGEF3",1,"Patsy Preprint","enhanced","Endothelial cells, Fibroblasts, Macrophages, Smooth muscle cells, Cardiomyocytes","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"330","ENSG00000164039","BDH2",1,"NatGen Paper","enhanced","Proximal tubular cells, Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes","group enriched","Kidney, Vascular","kidney","collecting ducts, distal tubules, proximal tubules (cell body)","High","Discovery","Unknown","Unknown","Enzymes, Metabolic proteins, Predicted intracellular proteins"
"331","ENSG00000164061","BSN",1,"Finngen","enhanced","Endothelial cells, Smooth muscle cells, Fibroblasts, Proximal tubular cells, Cardiomyocytes","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","Low","Unknown","Predicted Medium to Low","Unknown","Plasma proteins, Predicted intracellular proteins"
"332","ENSG00000164061","BSN",1,"Finngen","enhanced","Endothelial cells, Smooth muscle cells, Fibroblasts, Proximal tubular cells, Cardiomyocytes","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","Low","Unknown","Predicted Medium to Low","Unknown","Plasma proteins, Predicted intracellular proteins"
"333","ENSG00000164116","GUCY1A1",3,"Genebass Primary, Finngen, NatGen Paper","group enriched","Smooth muscle cells, Fibroblasts, Cardiomyocytes, Endothelial cells","group enriched","Vascular, Heart muscle",NA,NA,NA,"Clinical","Unknown","Unknown","Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
"334","ENSG00000164270","HTR4",1,"Finngen","group enriched","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Endothelial cells","group enriched","Vascular, Heart muscle",NA,NA,NA,"Clinical","Predicted High","Unknown","FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins"
"335","ENSG00000164776","PHKG1",1,"NatGen Paper","enhanced","Fibroblasts, Proximal tubular cells, Smooth muscle cells, Endothelial cells, Macrophages","group enriched","Vascular, Kidney",NA,NA,NA,"Discovery","Unknown","Unknown","Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"
"336","ENSG00000164828","SUN1",1,"Finngen","group enriched","Endothelial cells, Smooth muscle cells, Fibroblasts, Cardiomyocytes","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","High","Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"337","ENSG00000164828","SUN1",1,"Finngen","group enriched","Endothelial cells, Smooth muscle cells, Fibroblasts, Cardiomyocytes","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","High","Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"338","ENSG00000164867","NOS3",2,"AZ Primary, Finngen","enriched","Endothelial cells","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli","Low","Clinical","Predicted High","Unknown","Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
"339","ENSG00000164938","TP53INP1",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"340","ENSG00000165124","SVEP1",1,"Patsy Preprint","enriched","Fibroblasts","enriched","Vascular","heart muscle","cardiomyocytes","Low","Unknown","Predicted High","Unknown","Predicted intracellular proteins"
"341","ENSG00000165124","SVEP1",1,"Patsy Preprint","enriched","Fibroblasts","enriched","Vascular","kidney","cells in tubules","Medium","Unknown","Predicted High","Unknown","Predicted intracellular proteins"
"342","ENSG00000165626","BEND7",1,"NatGen Paper","group enriched","Endothelial cells, Proximal tubular cells, Fibroblasts, Smooth muscle cells, Cardiomyocytes","low specificity",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"343","ENSG00000165895","ARHGAP42",1,"Finngen","group enriched","Fibroblasts, Smooth muscle cells","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins, Predicted membrane proteins"
"344","ENSG00000165916","PSMC3",1,"NatGen Paper","enhanced","Cardiomyocytes, Fibroblasts, Smooth muscle cells, Endothelial cells, Proximal tubular cells","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","Medium","Clinical","Predicted High","Unknown","Plasma proteins, Predicted intracellular proteins"
"345","ENSG00000165916","PSMC3",1,"NatGen Paper","enhanced","Cardiomyocytes, Fibroblasts, Smooth muscle cells, Endothelial cells, Proximal tubular cells","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","High","Clinical","Predicted High","Unknown","Plasma proteins, Predicted intracellular proteins"
"346","ENSG00000165995","CACNB2",1,"Finngen","group enriched","Cardiomyocytes, Smooth muscle cells, Fibroblasts, Endothelial cells","group enriched","Heart muscle, Vascular","heart muscle","cardiomyocytes","Low","Clinical","Predicted High","Unknown","Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Transporters"
"347","ENSG00000165995","CACNB2",1,"Finngen","group enriched","Cardiomyocytes, Smooth muscle cells, Fibroblasts, Endothelial cells","group enriched","Heart muscle, Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Clinical","Predicted High","Unknown","Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Transporters"
"348","ENSG00000166165","CKB",1,"NatGen Paper","enhanced","Smooth muscle cells, Cardiomyocytes, Fibroblasts, Proximal tubular cells, Endothelial cells","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","Low","Discovery","Unknown","Unknown","Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
"349","ENSG00000166165","CKB",1,"NatGen Paper","enhanced","Smooth muscle cells, Cardiomyocytes, Fibroblasts, Proximal tubular cells, Endothelial cells","group enriched","Vascular, Heart muscle","kidney","collecting ducts, distal tubules","Medium","Discovery","Unknown","Unknown","Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
"350","ENSG00000166825","ANPEP",1,"KEGG RAAS","group enriched","Proximal tubular cells, Fibroblasts, Macrophages, Smooth muscle cells","group enriched","Kidney, Vascular","kidney","proximal tubules (cell body), proximal tubules (microvilli)","High","Clinical","Predicted High","Unknown","CD markers, Enzymes, Metabolic proteins, Plasma proteins, Predicted membrane proteins"
"351","ENSG00000167034","NKX3_1",1,"Genebass Primary","group enriched","Cardiomyocytes, Endothelial cells, Fibroblasts, Smooth muscle cells, Macrophages","group enriched","Heart muscle, Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Cancer-related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"
"352","ENSG00000167085","PHB",1,"Finngen","enhanced","Fibroblasts, Proximal tubular cells, Smooth muscle cells, Endothelial cells, Macrophages","group enriched","Vascular, Kidney","kidney","bowman's capsule, cells in glomeruli, collecting ducts, distal tubules, proximal tubules (cell body)","High","Unknown","Predicted High","Unknown","Plasma proteins, Predicted intracellular proteins"
"353","ENSG00000167085","PHB",1,"Finngen","enhanced","Fibroblasts, Proximal tubular cells, Smooth muscle cells, Endothelial cells, Macrophages","group enriched","Vascular, Kidney","heart muscle","cardiomyocytes","Medium","Unknown","Predicted High","Unknown","Plasma proteins, Predicted intracellular proteins"
"354","ENSG00000167632","TRAPPC9",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Proximal tubular cells, Endothelial cells, Cardiomyocytes","enhanced","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Predicted intracellular proteins"
"355","ENSG00000167748","KLK1",1,"KEGG RAAS","enhanced","Distal tubular cells, Macrophages, Fibroblasts, Proximal tubular cells, B-cells","group enriched","Kidney, Vascular","heart muscle","cardiomyocytes","Low","Discovery","Predicted Medium to Low","Unknown","Enzymes, Metabolic proteins, Predicted secreted proteins"
"356","ENSG00000167748","KLK1",1,"KEGG RAAS","enhanced","Distal tubular cells, Macrophages, Fibroblasts, Proximal tubular cells, B-cells","group enriched","Kidney, Vascular","kidney","cells in tubules","Low","Discovery","Predicted Medium to Low","Unknown","Enzymes, Metabolic proteins, Predicted secreted proteins"
"357","ENSG00000167751","KLK2",1,"KEGG RAAS","group enriched","Cardiomyocytes, Smooth muscle cells","enriched","Heart muscle",NA,NA,NA,"Discovery","Predicted High","Unknown","Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"
"358","ENSG00000168038","ULK4",1,"NatGen Paper","enhanced","Fibroblasts, Cardiomyocytes, Smooth muscle cells, Endothelial cells, Proximal tubular cells","low specificity",NA,NA,NA,NA,"Discovery","Unknown","Unknown","Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"
"359","ENSG00000168676","KCTD19",1,"Genebass Primary","enhanced","Fibroblasts, Endothelial cells, Cardiomyocytes, Macrophages, Proximal tubular cells","low specificity",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"360","ENSG00000168743","NPNT",1,"Finngen","enriched","Smooth muscle cells","enriched","Vascular","kidney","cells in glomeruli","Medium","Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins, Predicted secreted proteins"
"361","ENSG00000168748","CA7",1,"Finngen","not detected",NA,"not detected",NA,NA,NA,NA,"Clinical","Unknown","Unknown","Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins"
"362","ENSG00000168970","JMJD7_PLA2G4B",1,"NatGen Paper","group enriched","Cardiomyocytes, Smooth muscle cells, Fibroblasts, Macrophages, Endothelial cells","group enriched","Heart muscle, Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins"
"363","ENSG00000168970","JMJD7_PLA2G4B",1,"NatGen Paper","group enriched","Cardiomyocytes, Smooth muscle cells, Fibroblasts, Macrophages, Endothelial cells","group enriched","Heart muscle, Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins"
"364","ENSG00000169062","UPF3A",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Proximal tubular cells, Cardiomyocytes","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Low","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"365","ENSG00000169230","PRELID1",1,"NatGen Paper","group enriched","Fibroblasts, Proximal tubular cells, Smooth muscle cells, Endothelial cells, Macrophages","group enriched","Vascular, Kidney","kidney","cells in glomeruli, cells in tubules","High","Discovery","Unknown","Unknown","Plasma proteins, Predicted intracellular proteins"
"366","ENSG00000169230","PRELID1",1,"NatGen Paper","group enriched","Fibroblasts, Proximal tubular cells, Smooth muscle cells, Endothelial cells, Macrophages","group enriched","Vascular, Kidney","heart muscle","cardiomyocytes","Low","Discovery","Unknown","Unknown","Plasma proteins, Predicted intracellular proteins"
"367","ENSG00000169252","ADRB2",1,"Patsy Preprint","enhanced","Endothelial cells, Cardiomyocytes, Macrophages, Smooth muscle cells, T-cells","group enriched","Vascular, Heart muscle",NA,NA,NA,"Clinical","Predicted High","Unknown","FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins, Transporters"
"368","ENSG00000169340","PDILT",1,"Finngen","group enriched","Fibroblasts, Proximal tubular cells","group enriched","Vascular, Kidney",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"369","ENSG00000169344","UMOD",2,"Genebass Secondary, Finngen","group enriched","Distal tubular cells, Collecting duct cells, Proximal tubular cells, Macrophages","enriched","Kidney","kidney","distal tubules","Medium","Unknown","Predicted High","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"
"370","ENSG00000169398","PTK2",1,"NatGen Paper","group enriched","Smooth muscle cells, Fibroblasts, Endothelial cells","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","High","Clinical","Predicted High","Literature","Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
"371","ENSG00000169398","PTK2",1,"NatGen Paper","group enriched","Smooth muscle cells, Fibroblasts, Endothelial cells","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","Medium","Clinical","Predicted High","Literature","Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
"372","ENSG00000169519","METTL15",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Endothelial cells, Proximal tubular cells","low specificity",NA,NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Metabolic proteins, Predicted intracellular proteins"
"373","ENSG00000169926","KLF13",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Macrophages","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"
"374","ENSG00000169946","ZFPM2",1,"Finngen","group enriched","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Endothelial cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"
"375","ENSG00000170035","UBE2E3",1,"NatGen Paper","enhanced","Fibroblasts, Proximal tubular cells, Smooth muscle cells, Endothelial cells, Cardiomyocytes","low specificity",NA,"kidney","cells in tubules","Medium","Unknown","Unknown","Unknown","Enzymes, Metabolic proteins, Predicted intracellular proteins"
"376","ENSG00000171044","XKR6",1,"Finngen","enhanced","Smooth muscle cells, Endothelial cells, Macrophages, Fibroblasts, Cardiomyocytes","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted membrane proteins"
"377","ENSG00000171105","INSR",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Proximal tubular cells, Cardiomyocytes, Endothelial cells","low specificity",NA,NA,NA,NA,"Clinical","Predicted High","Discovery","CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins"
"378","ENSG00000171303","KCNK3",1,"Finngen","enriched","Smooth muscle cells","enriched","Vascular",NA,NA,NA,"Clinical","Predicted High","Unknown","Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"
